-3059219.8372551235	  inf
-2458282.4169545630	1.96435e-01
-2375932.2320570122	3.34991e-02
-2356987.3706291434	7.97365e-03
-2349471.3334415117	3.18883e-03
-2345478.6832349529	1.69938e-03
-2343154.8762562778	9.90760e-04
-2341514.3354374054	7.00142e-04
-2340376.5595461302	4.85915e-04
-2339559.3857055847	3.49163e-04
-2338896.3094148561	2.83419e-04
-2338338.8697287040	2.38335e-04
-2337876.3165997970	1.97813e-04
-2337510.1832923857	1.56609e-04
-2337164.2832237142	1.47978e-04
-2336869.5564093720	1.26104e-04
-2336659.3967451542	8.99321e-05
