-3981426.4735688996	  inf
-3232415.8719659313	1.88126e-01
-3132471.0500771059	3.09195e-02
-3109091.9531254442	7.46347e-03
-3099940.9148785528	2.94332e-03
-3095041.0870738328	1.58062e-03
-3091996.4755720957	9.83706e-04
-3089872.6159365661	6.86889e-04
-3088367.4165575677	4.87140e-04
-3087082.5744684660	4.16026e-04
-3086096.8326475294	3.19312e-04
-3085164.1738065197	3.02213e-04
-3084348.5999401403	2.64353e-04
-3083717.8794458015	2.04491e-04
-3083207.4029576881	1.65539e-04
-3082776.7798085781	1.39667e-04
-3082404.4678437426	1.20772e-04
-3082128.3848663829	8.95674e-05
