-4102969.8145852401	  inf
-3502418.7594877328	1.46370e-01
-3374840.2375095882	3.64258e-02
-3313241.0904239151	1.82525e-02
-3278914.0137622585	1.03606e-02
-3258490.0410477845	6.22888e-03
-3245095.6057709805	4.11063e-03
-3235743.5307536158	2.88191e-03
-3228999.3087833175	2.08429e-03
-3223976.0947780344	1.55566e-03
-3220089.5504197120	1.20551e-03
-3217008.5263776197	9.56813e-04
-3214564.7909695935	7.59630e-04
-3212518.3793479102	6.36606e-04
-3210842.4537471049	5.21686e-04
-3209447.1851512752	4.34549e-04
-3208243.8738145251	3.74928e-04
-3207129.7291302108	3.47276e-04
-3206285.7292490788	2.63164e-04
-3205536.5453579421	2.33661e-04
-3204851.7109576385	2.13641e-04
-3204240.8429538915	1.90607e-04
-3203589.8297319440	2.03172e-04
-3203014.4246576051	1.79613e-04
-3202447.5609298744	1.76978e-04
-3201963.7193880994	1.51085e-04
-3201532.0486250552	1.34814e-04
-3201160.1936888909	1.16149e-04
-3200783.8406018633	1.17568e-04
-3200442.4579423629	1.06656e-04
-3200127.8266122164	9.83087e-05
